FECHA;PRECIP;TMAX;TMIN
1962-07-01;0;NA;NA
1962-07-02;0;NA;NA
1962-07-03;0;NA;NA
1962-07-04;0;NA;NA
1962-07-05;0;NA;NA
1962-07-06;0;NA;NA
1962-07-07;0;NA;NA
1962-07-08;0;NA;NA
1962-07-09;0;NA;NA
1962-07-10;0;NA;NA
1962-07-11;0;NA;NA
1962-07-12;0;NA;NA
1962-07-13;0;NA;NA
1962-07-14;0;NA;NA
1962-07-15;0;NA;NA
1962-07-16;0;NA;NA
1962-07-17;0;NA;NA
1962-07-18;0;NA;NA
1962-07-19;0;NA;NA
1962-07-20;0;NA;NA
1962-07-21;0;NA;NA
1962-07-22;0;NA;NA
1962-07-23;0;NA;NA
1962-07-24;0;33;28
1962-07-25;0;34;27
1962-07-26;0;35;28
1962-07-27;0;41;30
1962-07-28;0;38;30
1962-07-29;0;41;29
1962-07-30;0;39;30
1962-07-31;0;45;32
1962-08-01;0;40;30
1962-08-02;0;45;30
1962-08-03;0;48;30
1962-08-04;0;42;30
1962-08-05;0;42;30
1962-08-06;0;38;30
1962-08-07;0;38;30
1962-08-08;0;37;31
1962-08-09;0;40;28
1962-08-10;0;39;30
1962-08-11;0;36;30
1962-08-12;0;40;31
1962-08-13;0;40;31
1962-08-14;0;45;30
1962-08-15;0;38;31
1962-08-16;0;38;30
1962-08-17;0;42;31
1962-08-18;0;38;30
1962-08-19;0;35;30
1962-08-20;0;36;25
1962-08-21;0;32;28
1962-08-22;0;39;28
1962-08-23;0;39;28
1962-08-24;0;40;30
1962-08-25;0;39;29
1962-08-26;0;34;29
1962-08-27;NA;NA;NA
1962-12-01;0;24;12,5
1962-12-02;0;23;12,5
1962-12-03;0;21,5;12
1962-12-04;0;22;13
1962-12-05;0;24;15,5
1962-12-06;0;24;15,5
1962-12-07;0;26;16
1962-12-08;0;29;13
1962-12-09;0;24;10
1962-12-10;0;24;14
1962-12-11;0;24;13
1962-12-12;0;26;12
1962-12-13;0;27;13
1962-12-14;0;25;18
1962-12-15;0;27;16
1962-12-16;10;24;11,5
1962-12-17;18;26;14
1962-12-18;3;24;15
1962-12-19;0;20;13
1962-12-20;0;20,5;16
1962-12-21;0;22;12
1962-12-22;0;24;11
1962-12-23;0;24,5;9
1962-12-24;0;21;13
1962-12-25;0;25;12
1962-12-26;4;24,5;10
1962-12-27;0;25,5;8
1962-12-28;0;22;7
1962-12-29;0;25;12
1962-12-30;0;20;8
1962-12-31;0;20,5;9
1963-01-01;NA;20;10,5
1963-01-02;45;19;12,5
1963-01-03;0;21,5;9,5
1963-01-04;0;18;9
1963-01-05;0;18;10
1963-01-06;0;18,5;13
1963-01-07;0;21;12
1963-01-08;0;21,5;10
1963-01-09;0;22;11,5
1963-01-10;0;21,5;14
1963-01-11;0;19;10
1963-01-12;0;17;7
1963-01-13;0;9,5;4
1963-01-14;0;18;1,5
1963-01-15;NA;NA;NA
1963-01-16;0;NA;NA
1963-01-17;0;12;3,5
1963-01-18;0;22,5;7
1963-01-19;0;22;7
1963-01-20;0;13,5;9,5
1963-01-21;0;18;5
1963-01-22;0;18;4,5
1963-01-23;0;19;6,5
1963-01-24;0;20;8
1963-01-25;0;20;7
1963-01-26;0;29;10,5
1963-01-27;0;27;10
1963-01-28;0;22;16
1963-01-29;0;20;17
1963-01-30;0;21;16
1963-01-31;0;26;10,5
1963-02-01;0;20;12
1963-02-02;0;26;14,5
1963-02-03;0;25;12
1963-02-04;0;26;14,5
1963-02-05;0;29;13
1963-02-06;0;27;13,5
1963-02-07;0;30;16
1963-02-08;0;28;15
1963-02-09;0;24;16
1963-02-10;0;25;16
1963-02-11;0;21;13
1963-02-12;0;23;2,5
1963-02-13;0;20;10,5
1963-02-14;0;22;9,5
1963-02-15;0;23;10,5
1963-02-16;0;21;11,5
1963-02-17;0;22;12
1963-02-18;0;21;10
1963-02-19;0;22;11
1963-02-20;0;22;11
1963-02-21;0;22,5;10
1963-02-22;0;23,5;14
1963-02-23;0;22;15
1963-02-24;0;24;14
1963-02-25;0;24;12
1963-02-26;0;25;16
1963-02-27;0;23;13,5
1963-02-28;0;22;14,5
1964-01-01;0;21;13
1964-01-02;0;20;11
1964-01-03;0;21;13
1964-01-04;0;20;12
1964-01-05;0;21;13
1964-01-06;0;22;12
1964-01-07;0;24;10
1964-01-08;0;21;8,5
1964-01-09;0;22;7
1964-01-10;0;21,5;3
1964-01-11;0;19,5;9
1964-01-12;0;20;10
1964-01-13;0;18,5;8,5
1964-01-14;0;20;5
1964-01-15;0;21;8
1964-01-16;0;23;6,5
1964-01-17;NA;NA;NA
1964-01-21;0;NA;NA
1964-01-22;0;23;9,5
1964-01-23;0;22;10
1964-01-24;0;20,5;8
1964-01-25;0;21;7
1964-01-26;0;20,5;3,5
1964-01-27;0;22;6
1964-01-28;0;24;5
1964-01-29;0;29;6,5
1964-01-30;0;26;7
1964-01-31;0;26,5;9,5
1964-02-01;0;24,5;10
1964-02-02;0;26,5;7
1964-02-03;0;23,5;10
1964-02-04;0;21,5;7
1964-02-05;0;20,5;6,5
1964-02-06;0;22;8
1964-02-07;0;23,5;9
1964-02-08;0;18;10,5
1964-02-09;0;25;8
1964-02-10;0;26;6,5
1964-02-11;0;22;10,5
1964-02-12;0;25;9
1964-02-13;0;26,5;7,5
1964-02-14;0;25,5;10
1964-02-15;0;25;7
1964-02-16;0;25;8
1964-02-17;0;24,5;9
1964-02-18;0;27,5;7
1964-02-19;0;27;13
1964-02-20;0;24,5;9
1964-02-21;0;32;10
1964-02-22;0;24;7,5
1964-02-23;0;23,5;8
1964-02-24;0;25;9,5
1964-02-25;NA;NA;NA
1964-02-28;0;NA;NA
1964-02-29;0;27,5;7
1964-03-01;0;22,5;7
1964-03-02;0;24;7
1964-03-03;0;25;10
1964-03-04;0;NA;NA
1964-03-05;0;NA;NA
1964-03-06;0;NA;NA
1964-03-07;0;NA;NA
1964-03-08;0;NA;NA
1964-03-09;0;NA;NA
1964-03-10;0;NA;NA
1964-03-11;0;NA;NA
1964-03-12;0;NA;NA
1964-03-13;0;NA;NA
1964-03-14;0;NA;NA
1964-03-15;0;NA;NA
1964-03-16;0;NA;NA
1964-03-17;0;NA;NA
1964-03-18;0;NA;NA
1964-03-19;0;NA;NA
1964-03-20;0;NA;NA
1964-03-21;0;NA;NA
1964-03-22;0;NA;NA
1964-03-23;0;NA;NA
1964-03-24;0;NA;NA
1964-03-25;0;NA;NA
1964-03-26;0;NA;NA
1964-03-27;0;NA;NA
1964-03-28;0;NA;NA
1964-03-29;0;29,5;10
1964-03-30;0;30;9,5
1964-03-31;0;31,5;12
1964-04-01;0;29,5;15
1964-04-02;0;28;13
1964-04-03;0;27;8,5
1964-04-04;0;25;8
1964-04-05;0;27;9,5
1964-04-06;0;25;11
1964-04-07;0;27,5;10
1964-04-08;0;30;13,5
1964-04-09;0;31,5;13
1964-04-10;0;33;12
1964-04-11;0;33;14
1964-04-12;0;33;12,5
1964-04-13;0;35,5;17,5
1964-04-14;0;35;19
1964-04-15;0;38;20
1964-04-16;0;34;17,5
1964-04-17;0;32,5;15
1964-04-18;0;33;17,5
1964-04-19;0;27;14
1964-04-20;0;32,5;10,5
1964-04-21;0;31;9,5
1964-04-22;0;31,5;11
1964-04-23;0;29;10
1964-04-24;0;26;13
1964-04-25;0;26;10
1964-04-26;0;27;10
1964-04-27;0;27,5;11
1964-04-28;0;32;13
1964-04-29;NA;NA;NA
1964-06-02;0;NA;NA
1964-06-03;0;33;17,5
1964-06-04;0;32;19
1964-06-05;0;34;17
1964-06-06;0;35;20
1964-06-07;0;36;21
1964-06-08;0;33,5;18,5
1964-06-09;0;31,5;17,5
1964-06-10;0;32,5;18
1964-06-11;0;33;17,5
1964-06-12;0;33,5;16
1964-06-13;0;34;16
1964-06-14;0;35;16
1964-06-15;0;34,5;14
1964-06-16;0;42;18
1964-06-17;0;36;20,5
1964-06-18;0;35;20
1964-06-19;0;34;18,5
1964-06-20;0;36;18
1964-06-21;0;36,5;18,5
1964-06-22;0;37;19
1964-06-23;0;38;20
1964-06-24;0;39;23
1964-06-25;0;36,5;23
1964-06-26;0;38;25
1964-06-27;0;40,5;24
1964-06-28;0;42;25
1964-06-29;0;40;23
1964-06-30;0;43,5;25
1964-07-01;0;40;24
1964-07-02;0;41;23
1964-07-03;0;40,5;24
1964-07-04;0;41,5;25,5
1964-07-05;0;42;27
1964-07-06;0;40;24
1964-07-07;0;36;24
1964-07-08;0;36,5;24,5
1964-07-09;0;38;24
1964-07-10;0;38,5;24
1964-07-11;0;43;25,5
1964-07-12;0;42;27
1964-07-13;0;41;26
1964-07-14;0;36;24
1964-07-15;0;37,5;24
1964-07-16;0;39;25
1964-07-17;0;41;24
1964-07-18;0;42,5;27
1964-07-19;0;37;27
1964-07-20;0;38;25
1964-07-21;0;36;22
1964-07-22;0;39,5;23
1964-07-23;0;39;22
1964-07-24;0;38;23
1964-07-25;0;36;22
1964-07-26;0;39;21
1964-07-27;0;40,5;21
1964-07-28;0;43;25
1964-07-29;0;37,5;26
1964-07-30;0;37;22
1964-07-31;0;34,5;21
1964-08-01;0;29;24
1964-08-02;0;36;24
1964-08-03;0;37;24
1964-08-04;0;37,5;21
1964-08-05;0;36,5;22
1964-08-06;0;39;15
1964-08-07;0;43;23
1964-08-08;0;NA;NA
1964-08-09;0;NA;NA
1964-08-10;0;NA;NA
1964-08-11;0;NA;NA
1964-08-12;0;NA;NA
1964-08-13;0;38;22
1964-08-14;0;39;19
1964-08-15;0;38;21,5
1964-08-16;0;37,5;17,5
1964-08-17;0;38;17
1964-08-18;0;39;17
1964-08-19;0;41;23
1964-08-20;0;38,5;13
1964-08-21;0;40;13,5
1964-08-22;0;NA;NA
1964-08-23;0;NA;NA
1964-08-24;0;NA;NA
1964-08-25;0;NA;NA
1964-08-26;0;NA;NA
1964-08-27;0;NA;NA
1964-08-28;0;NA;NA
1964-08-29;0;NA;NA
1964-08-30;0;NA;NA
1964-08-31;0;NA;NA
1964-09-01;0;38;14
1964-09-02;0;NA;NA
1964-09-03;0;NA;NA
1964-09-04;0;NA;NA
1964-09-05;0;NA;NA
1964-09-06;0;NA;NA
1964-09-07;0;NA;NA
1964-09-08;0;NA;NA
1964-09-09;0;NA;NA
1964-09-10;0;NA;NA
1964-09-11;0;NA;NA
1964-09-12;0;NA;NA
1964-09-13;0;NA;NA
1964-09-14;0;NA;NA
1964-09-15;0;NA;NA
1964-09-16;0;NA;NA
1964-09-17;0;NA;NA
1964-09-18;0;NA;NA
1964-09-19;0;NA;NA
1964-09-20;0;NA;NA
1964-09-21;0;NA;NA
1964-09-22;0;NA;NA
1964-09-23;0;NA;NA
1964-09-24;0;NA;NA
1964-09-25;0;NA;NA
1964-09-26;0;36,5;12
1964-09-27;0;37;13
1964-09-28;0;37,5;14
1964-09-29;0;39;16
1964-09-30;0;37,5;17,5
1964-10-01;0;37;16
1964-10-02;0;38;15
1964-10-03;0;35;17
1964-10-04;0;36,5;16,5
1964-10-05;0;40;22
1964-10-06;0;38;21,5
1964-10-07;0;36;18
1964-10-08;0;37;18,5
1964-10-09;0;37,5;17
1964-10-10;0;36;16
1964-10-11;0;36;17
1964-10-12;0;37,5;18,5
1964-10-13;0;36;18
1964-10-14;0;36;19
1964-10-15;4;32,5;18,5
1964-10-16;3;32;15
1964-10-17;0;30,5;14
1964-10-18;0;32,5;14
1964-10-19;0;33,5;16
1964-10-20;0;33;18
1964-10-21;0;34;16
1964-10-22;0;35;18
1964-10-23;0;34,5;14
1964-10-24;0;32,5;15
1964-10-25;0;33;10,5
1964-10-26;0;34;11,5
1964-10-27;0;32;14
1964-10-28;0;36;15
1964-10-29;0;32;15
1964-10-30;0;33;17
1964-10-31;0;32,5;14
1964-11-01;0;32;11
1964-11-02;0;31;12
1964-11-03;0;32;13,5
1964-11-04;0;31;16,5
1964-11-05;0;31,5;13,5
1964-11-06;0;31;10,5
1964-11-07;0;30,5;12
1964-11-08;0;29;11
1964-11-09;0;25;11,5
1964-11-10;0;28,5;10,5
1964-11-11;0;27;12
1964-11-12;0;29;7,5
1964-11-13;0;28;10,5
1964-11-14;12;27,5;8
1964-11-15;0;18;6,5
1964-11-16;0;20,5;3
1964-11-17;0;21,5;4,5
1964-11-18;0;20,5;3,5
1964-11-19;0;19;6
1964-11-20;NA;NA;NA
1964-11-26;0;NA;NA
1964-11-27;0;27;10
1964-11-28;0;24,5;10
1964-11-29;NA;NA;NA
1965-01-04;0;NA;NA
1965-01-05;9;21;10,5
1965-01-06;12,5;20,5;11
1965-01-07;1,5;19,5;9
1965-01-08;0;19,5;9,5
1965-01-09;0;23,5;10,5
1965-01-10;0;22;11,5
1965-01-11;0;24;9,5
1965-01-12;0;18,5;11
1965-01-13;0;21;12
1965-01-14;0;23;13,5
1965-01-15;0;22;13,5
1965-01-16;0;24,5;13,5
1965-01-17;0;23;13
1965-01-18;0;23;15
1965-01-19;0;22,5;12
1965-01-20;0;22;12
1965-01-21;0;20;12
1965-01-22;0;21;10
1965-01-23;0;19;10,5
1965-01-24;0;21;10
1965-01-25;0;18,5;9,5
1965-01-26;0;21;9
1965-01-27;0;20;13
1965-01-28;0;21;12,5
1965-01-29;0;21,5;11
1965-01-30;0;22;8,5
1965-01-31;0;22,5;9
1965-02-01;0;18;8
1965-02-02;0;20;10
1965-02-03;0;20;8,5
1965-02-04;0;20,5;8,5
1965-02-05;10,5;19;9
1965-02-06;18,7;20;11
1965-02-07;0;18,5;6
1965-02-08;0;17;7
1965-02-09;0;17,5;7
1965-02-10;0;16;5
1965-02-11;0;16;6
1965-02-12;0;16;8
1965-02-13;0;16;9,5
1965-02-14;0;16,5;6
1965-02-15;0;20;8
1965-02-16;0;18,5;9,5
1965-02-17;0;21,5;10
1965-02-18;0;24;13
1965-02-19;0;25;15
1965-02-20;0;22,5;11
1965-02-21;0;24;11,5
1965-02-22;0;23,5;11
1965-02-23;0;24;13,5
1965-02-24;0;22,5;10
1965-02-25;0;22;10
1965-02-26;0;23;9,5
1965-02-27;0;23;10
1965-02-28;0;22;13
1965-03-01;0;22;11
1965-03-02;0;19;10,5
1965-03-03;0;19;7,5
1965-03-04;0;18;7
1965-03-05;0;20,5;4
1965-03-06;0;21;4,5
1965-03-07;0;22;6,5
1965-03-08;0;19;10
1965-03-09;0;19;10,5
1965-03-10;0;18;13,5
1965-03-11;0;20;9,5
1965-03-12;0;21;8
1965-03-13;0;19;9
1965-03-14;0;21;9
1965-03-15;0;21;11
1965-03-16;0;21;10,5
1965-03-17;0;21;8
1965-03-18;0;23,5;9
1965-03-19;0;22;9,5
1965-03-20;0;23;9,5
1965-03-21;0;25;10
1965-03-22;0;23;10
1965-03-23;0;22;13
1965-03-24;0;21,5;9,5
1965-03-25;0;21;11
1965-03-26;0;21;8
1965-03-27;0;22;10
1965-03-28;0;22;12
1965-03-29;0;21;9
1965-03-30;0;24,5;10,5
1965-03-31;0;26,5;11
1965-04-01;0;NA;NA
1965-04-02;0;NA;NA
1965-04-03;0;NA;NA
1965-04-04;0;NA;NA
1965-04-05;0;NA;NA
1965-04-06;0;NA;NA
1965-04-07;0;21;11,5
1965-04-08;0;22;9
1965-04-09;0;20;12
1965-04-10;0;22,5;11
1965-04-11;0;21;10
1965-04-12;0;22;10
1965-04-13;0;22;11
1965-04-14;0;24;9
1965-04-15;0;24;9
1965-04-16;0;25;11
1965-04-17;0;27,5;11
1965-04-18;0;28;12,5
1965-04-19;0;31;12
