FECHA;PRECIP;TMAX;TMIN
1973-08-01;0;28;13
1973-08-02;0;29;16
1973-08-03;2;29;16
1973-08-04;0;28;14
1973-08-05;0;29;15
1973-08-06;26;27;15
1973-08-07;7;25;14
1973-08-08;2,5;23;16
1973-08-09;1;26;13
1973-08-10;0;27;15
1973-08-11;11,5;24;16
1973-08-12;11,5;22;15
1973-08-13;9,4;23;15
1973-08-14;46,8;25;14
1973-08-15;34;25;14
1973-08-16;20;23;14
1973-08-17;10;26;14
1973-08-18;14,7;25;16
1973-08-19;0;25;13
1973-08-20;0;26;11
1973-08-21;0;25;11
1973-08-22;0;25;13
1973-08-23;0;26;10
1973-08-24;0;25;10
1973-08-25;0;26;14
1973-08-26;0;27;15
1973-08-27;8,5;25;13
1973-08-28;5,7;24;12
1973-08-29;0;26;15
1973-08-30;0;28;15
1973-08-31;0;NA;NA
1973-09-01;0;28;14
1973-09-02;0;29;12
1973-09-03;0;28;12
1973-09-04;0;27;12
1973-09-05;0;29;14
1973-09-06;0;29;12
1973-09-07;0;28;9
1973-09-08;0;28;14
1973-09-09;2,3;26;14
1973-09-10;0;27;13
1973-09-11;6;26;14
1973-09-12;0;25;15
1973-09-13;0;27;15
1973-09-14;11,2;28;14
1973-09-15;2;26;14
1973-09-16;0;27;16
1973-09-17;0;27;13
1973-09-18;0;26;14
1973-09-19;0;28;12
1973-09-20;0;27;9
1973-09-21;0;29;9
1973-09-22;0;29;11
1973-09-23;0;27;15
1973-09-24;11,3;28;15
1973-09-25;7;28;14
1973-09-26;0;27;14
1973-09-27;0;24;12
1973-09-28;0;24;14
1973-09-29;0;25;14
1973-09-30;0;26;13
1973-10-01;0;27;10
1973-10-02;0;29;12
1973-10-03;0;27;11
1973-10-04;0;29;9
1973-10-05;0;27;9
1973-10-06;0;28;10
1973-10-07;0;28;10
1973-10-08;0;30;9
1973-10-09;0;30;7
1973-10-10;0;26;8
1973-10-11;0;30;8
1973-10-12;0;28;13
1973-10-13;20,8;27;10
1973-10-14;2;22;10
1973-10-15;0;26;14
1973-10-16;17;27;10
1973-10-17;0;32;13
1973-10-18;0;25;5
1973-10-19;4,7;23;12
1973-10-20;0;22;9
1973-10-21;0;25;8
1973-10-22;0;24;5
1973-10-23;0;24;8
1973-10-24;0;27;11
1973-10-25;0;30;9
1973-10-26;16;28;10
1973-10-27;5;27;13
1973-10-28;32;26;9
1973-10-29;10;23;13
1973-10-30;1,5;21;12
1973-10-31;0;23;10
1973-11-01;0;25;8
1973-11-02;0;24;7
1973-11-03;0;25;6
1973-11-04;0;28;8
1973-11-05;0;30;6
1973-11-06;0;27;8
1973-11-07;0;29;4
1973-11-08;0;28;4
1973-11-09;0;27;4
1973-11-10;0;27;6
1973-11-11;6;24;5
1973-11-12;0;24;11
1973-11-13;0;24;4
1973-11-14;0;26;1
1973-11-15;0;26;1
1973-11-16;0;25;2
1973-11-17;0;23;2
1973-11-18;0;25;2
1973-11-19;0;20;3
1973-11-20;0;26;1
1973-11-21;0;25;3
1973-11-22;0;25;3
1973-11-23;0;25;2
1973-11-24;0;24;3
1973-11-25;0;24;2
1973-11-26;0;24;5
1973-11-27;0;24;3
1973-11-28;0;24;3
1973-11-29;0;22;2
1973-11-30;0;22;-1
1973-12-01;0;22;1
1973-12-02;0;23;2
1973-12-03;0;23;2
1973-12-04;0;24;1
1973-12-05;0;24;1
1973-12-06;0;23;-4
1973-12-07;0;25;0
1973-12-08;0;24;-1
1973-12-09;0;23;-1
1973-12-10;20;21;0
1973-12-11;0;21;0
1973-12-12;0;25;5
1973-12-13;0;24;1
1973-12-14;0;25;-2
1973-12-15;0;26;-1
