FECHA;PRECIP;TMAX;TMIN
1928-04-12;0;NA;NA
1928-04-13;0;NA;NA
1928-04-14;0;NA;NA
1928-04-15;0;NA;NA
1928-04-16;0;NA;NA
1928-04-17;0;NA;NA
1928-04-18;0;NA;NA
1928-04-19;0;NA;NA
1928-04-20;0;NA;NA
1928-04-21;NA;NA;NA
1928-04-22;0;NA;NA
1928-04-23;0;NA;NA
1928-04-24;0;NA;NA
1928-04-25;0;NA;NA
1928-04-26;0;NA;NA
1928-04-27;0;NA;NA
1928-04-28;NA;NA;NA
1928-04-29;0;NA;NA
1928-04-30;0;30,7;8,4
1928-05-01;0;31,2;13,4
1928-05-02;0;26,2;15,1
1928-05-03;0;28,7;11,2
1928-05-04;3,8;NA;NA
1928-05-06;0;NA;NA
1928-05-07;0;27,8;8,6
1928-05-08;0;28,5;8,6
1928-05-09;0;30,3;7,8
1928-05-10;0;30,4;9,4
1928-05-11;0;29;11
1928-05-12;NA;NA;NA
1928-05-13;0;NA;NA
1928-05-14;0;26,7;6
1928-05-15;0;28,2;10,7
1928-05-16;0;29,7;10,6
1928-05-17;0;30,1;10,6
1928-05-18;9,6;30,9;15,4
1928-05-19;NA;NA;NA
1928-05-20;0;NA;NA
1928-05-21;0;34,1;12
1928-05-22;9,1;32,5;15,5
1928-05-23;0,6;28,9;15,1
1928-05-24;30,2;29,1;14,4
1928-05-25;0;27,2;12,8
1928-05-26;NA;NA;NA
1928-05-27;0;NA;NA
1928-05-28;0;28,7;15,1
1928-05-29;0;29,5;11,4
1928-05-30;0;30;15,6
1928-05-31;0;30,1;13,9
1928-06-01;0;30,3;14,5
1928-06-02;NA;NA;NA
1928-06-03;0;NA;NA
1928-06-04;0;34,1;16,8
1928-06-05;0;31,9;17
1928-06-06;0;30,4;15,7
1928-06-07;0;31,9;15
1928-06-08;9,2;36,3;15,7
1928-06-09;NA;NA;NA
1928-06-10;0;NA;NA
1928-06-11;0;30,5;13
1928-06-12;6;30,1;12,4
1928-06-13;0;32,3;12,6
1928-06-14;0;28,8;13,6
1928-06-15;0;28,5;12
1928-06-16;0;NA;NA
1928-06-17;0,5;NA;NA
1928-06-18;0;27,9;13,1
