FECHA;PRECIP;TMAX;TMIN
1972-04-01;0;24;3
1972-04-02;0;27;2
1972-04-03;0;28;2
1972-04-04;0;29;10
1972-04-05;0;30;9
1972-04-06;0;32;8
1972-04-07;0;33;7
1972-04-08;0;32;8
1972-04-09;0;30;9
1972-04-10;0;33;7
1972-04-11;0;32;9
1972-04-12;0;32;10
1972-04-13;0;33;10
1972-04-14;0;31;9
1972-04-15;0;30;9
1972-04-16;0;30;11
1972-04-17;0;27;10
1972-04-18;0;27;9
1972-04-19;0;30;10
1972-04-20;0;32;10
1972-04-21;0;32;9
1972-04-22;0;32;11
1972-04-23;0;31;7
1972-04-24;0;32;10
1972-04-25;0;31;9
1972-04-26;0;30;10
1972-04-27;0;29;10
1972-04-28;0;29;11
1972-04-29;0;31;10
1972-04-30;0;30;9
1972-05-01;0;30;9
1972-05-02;0;30;11
1972-05-03;0;30;8
1972-05-04;0;29;8
1972-05-05;0;30;8
1972-05-06;0;30;10
1972-05-07;0;28;9
1972-05-08;0;30;9
1972-05-09;0;32;7
1972-05-10;0;31;6
1972-05-11;0;31;8
1972-05-12;0;31;9
1972-05-13;0;31;10
1972-05-14;0;32;7
1972-05-15;0;31;8
1972-05-16;0;32;11
1972-05-17;0;33;11
1972-05-18;0;31;11
1972-05-19;0;33;10
1972-05-20;0;32;11
1972-05-21;0;32;12
1972-05-22;0;33;16
1972-05-23;0;32;11
1972-05-24;2;32;13
1972-05-25;0;31;10
1972-05-26;25;28;10
1972-05-27;7;27;12
1972-05-28;21;27;12
1972-05-29;11;31;12
1972-05-30;5;25;11
1972-05-31;0;26;12
1972-06-01;6;24;11
1972-06-02;3;23;11
1972-06-03;0;24;11
1972-06-04;0;24;13
1972-06-05;0;23;11
1972-06-06;3;22;12
1972-06-07;11;29;12
1972-06-08;23;28;13
1972-06-09;0;22;13
1972-06-10;0;25;14
1972-06-11;3,5;23;15
1972-06-12;5,5;25;15
1972-06-13;12;25;13
1972-06-14;0;26;15
1972-06-15;0;26;14
1972-06-16;0;26;14
1972-06-17;0;24;14
1972-06-18;0;20;15
1972-06-19;0;24;14
1972-06-20;0;23;10
1972-06-21;0;29;10
1972-06-22;0;30;14
1972-06-23;0;31;17
1972-06-24;0;29;10
1972-06-25;1,5;28;10
1972-06-26;0;29;10
