COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 2011 
 NOMBRE    : DELTA 
 ESTADO    : BAJA CALIFORNIA 
 MUNICIPIO : MEXICALI 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 32.35305556 ° 
 LONGITUD  : -115.1891667 ° 
 ALTITUD   : 12 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1948-07-05	NULO	NULO	NULO	NULO
1948-07-06	0	NULO	41	31
1948-07-07	0	NULO	43	22
1948-07-08	0	NULO	44	28
1948-07-09	0	NULO	41	22
1948-07-10	0	NULO	43	20
1948-07-11	0	NULO	45	19
1948-07-12	0	NULO	46	20
1948-07-13	0	NULO	45	25
1948-07-14	0	NULO	48	26
1948-07-15	0	NULO	42	23
1948-07-16	0	NULO	44	25
1948-07-17	0	NULO	45	23
1948-07-18	0	NULO	47	23
1948-07-19	0	NULO	46	24
1948-07-20	0	NULO	49	22
1948-07-21	0	NULO	42	24
1948-07-22	0	NULO	32	27
1948-07-23	0	NULO	50	25
1948-07-24	0	NULO	50	25
1948-07-25	0	NULO	50	25
1948-07-26	0	NULO	50	25
1948-07-27	0	NULO	52	25
1948-07-28	0	NULO	53	21
1948-07-29	0	NULO	51	19
1948-07-30	0	NULO	51	21
1948-07-31	0	NULO	40	22
1948-08-01	0	NULO	50	27
1948-08-02	0	NULO	50	26
1948-08-03	0	NULO	50	24
1948-08-04	0	NULO	49	24
1948-08-05	0	NULO	48	25
1948-08-06	0	NULO	51	26
1948-08-07	0	NULO	51	26
1948-08-08	0	NULO	51	22
1948-08-09	0	NULO	51	23
1948-08-10	0	NULO	50	22
1948-08-11	0	NULO	50	22
1948-08-12	0	NULO	52	22
1948-08-13	0	NULO	51	22
1948-08-14	0	NULO	51	23
1948-08-15	0	NULO	53	22
1948-08-16	0	NULO	51	23
1948-08-17	0	NULO	48	23
1948-08-18	0	NULO	49	23
1948-08-19	0	NULO	50	23
1948-08-20	0	NULO	51	24
1948-08-21	0	NULO	50	24
1948-08-22	0	NULO	51	21
1948-08-23	0	NULO	52	21
1948-08-24	0	NULO	55	24
1948-08-25	0	NULO	54	18
1948-08-26	0	NULO	53	19
1948-08-27	0	NULO	55	20
1948-08-28	0	NULO	51	19
1948-08-29	0	NULO	52	23
1948-08-30	0	NULO	52	25
1948-08-31	0	NULO	51	24
1948-09-01	0	NULO	47	23
1948-09-02	0	NULO	51	25
1948-09-03	0	NULO	51	23
1948-09-04	0	NULO	51	24
1948-09-05	0	NULO	49	23
1948-09-06	0	NULO	47	21
1948-09-07	0	NULO	48	20
1948-09-08	0	NULO	44	21
1948-09-09	0	NULO	45	23
1948-09-10	0	NULO	46	22
1948-09-11	0	NULO	45	22
1948-09-12	0	NULO	45	25
1948-09-13	0	NULO	46	24
1948-09-14	0	NULO	46	21
1948-09-15	0	NULO	38	26
1948-09-16	0	NULO	40	22
1948-09-17	0	NULO	46	22
1948-09-18	0	NULO	37	24
1948-09-19	0	NULO	39	17
1948-09-20	0	NULO	43	14
1948-09-21	0	NULO	44	14
1948-09-22	0	NULO	43	14
1948-09-23	0	NULO	43	11
1948-09-24	0	NULO	43	16
1948-09-25	0	NULO	38	11
1948-09-26	0	NULO	37	21
1948-09-27	0	NULO	40	13
1948-09-28	0	NULO	42	16
1948-09-29	0	NULO	40	14
1948-09-30	0	NULO	NULO	NULO
1948-10-01	0	NULO	37	11
1948-10-02	0	NULO	35	12
1948-10-03	0	NULO	39	22
1948-10-04	0	NULO	41	17
1948-10-05	0	NULO	38	11
1948-10-06	0	NULO	30	14
1948-10-07	0	NULO	40	15
1948-10-08	0	NULO	38	15
1948-10-09	0	NULO	38	14
1948-10-10	0	NULO	40	13
1948-10-11	0	NULO	34	16
1948-10-12	0	NULO	35	16
1948-10-13	0	NULO	31	21
1948-10-14	0	NULO	29	13
1948-10-15	0	NULO	29	12
1948-10-16	8	NULO	28	12
1948-10-17	28	NULO	25	15
1948-10-18	0	NULO	28	16
1948-10-19	0	NULO	31	16
1948-10-20	0	NULO	28	15
1948-10-21	0	NULO	35	8
1948-10-22	0	NULO	30	16
1948-10-23	0	NULO	30	16
1948-10-24	0	NULO	28	16
1948-10-25	0	NULO	32	16
1948-10-26	0	NULO	31	13
1948-10-27	0	NULO	30	12
1948-10-28	0	NULO	31	10
1948-10-29	0	NULO	31	11
1948-10-30	0	NULO	29	9
1948-10-31	0	NULO	30	6
1948-11-01	0	NULO	30	8
1948-11-02	0	NULO	35	10
1948-11-03	0	NULO	36	9
1948-11-04	0	NULO	29	11
1948-11-05	0	NULO	28	10
1948-11-06	0	NULO	30	5
1948-11-07	0	NULO	32	5
1948-11-08	0	NULO	25	7
1948-11-09	0	NULO	27	3
1948-11-10	0	NULO	28	3
1948-11-11	0	NULO	30	3
1948-11-12	0	NULO	30	5
1948-11-13	0	NULO	25	7
1948-11-14	0	NULO	32	4
1948-11-15	0	NULO	35	3
1948-11-16	0	NULO	34	4
1948-11-17	0	NULO	35	6
1948-11-18	0	NULO	26	2
1948-11-19	0	NULO	28	3
1948-11-20	0	NULO	26	5
1948-11-21	0	NULO	26	4
1948-11-22	0	NULO	29	5
1948-11-23	0	NULO	31	2
1948-11-24	0	NULO	29	2
1948-11-25	0	NULO	29	2
1948-11-26	0	NULO	27	2
1948-11-27	0	NULO	24	7
1948-11-28	0	NULO	22	2
1948-11-29	0	NULO	27	3
1948-11-30	0	NULO	26	2
1948-12-01	0	NULO	27	1
1948-12-02	0	NULO	16	2
1948-12-03	0	NULO	28	-2
1948-12-04	0	NULO	21	1
1948-12-05	0	NULO	24	1
1948-12-06	0	NULO	25	3
1948-12-07	0	NULO	27	3
1948-12-08	0	NULO	26	3
1948-12-09	0	NULO	28	4
1948-12-10	0	NULO	30	3
1948-12-11	0	NULO	28	4
1948-12-12	0	NULO	23	4
1948-12-13	0	NULO	29	6
1948-12-14	0	NULO	26	6
1948-12-15	0	NULO	27	5
1948-12-16	0	NULO	23	-2
1948-12-17	0	NULO	20	3
1948-12-18	0	NULO	22	4
1948-12-19	0	NULO	23	4
1948-12-20	0	NULO	24	-1
1948-12-21	5	NULO	25	0
1948-12-22	10	NULO	22	4
1948-12-23	0	NULO	20	1
1948-12-24	0	NULO	19	0
1948-12-25	0	NULO	18	1
1948-12-26	0	NULO	20	1
1948-12-27	0	NULO	24	4
1948-12-28	0	NULO	22	0
1948-12-29	0	NULO	28	1
1948-12-30	0	NULO	22	2
1948-12-31	0	NULO	23	1
1949-01-01	0	NULO	27	1
1949-01-02	0	NULO	23	2
1949-01-03	0	NULO	14	1
1949-01-04	0	NULO	13	0
1949-01-05	0	NULO	16	2
1949-01-06	0	NULO	21	0.1
1949-01-07	0	NULO	22	0.1
1949-01-08	0	NULO	24	0.2
1949-01-09	0	NULO	23	0.1
1949-01-10	0	NULO	11	4
1949-01-11	15	NULO	22	0
1949-01-12	25	NULO	13	1.6
1949-01-13	0	NULO	19	2
1949-01-14	0	NULO	20	1
1949-01-15	0	NULO	20	2
1949-01-16	0	NULO	16	3
1949-01-17	0	NULO	17	3
1949-01-18	0	NULO	16	0.2
1949-01-19	0	NULO	18	0
1949-01-20	0	NULO	25	3
1949-01-21	0	NULO	24	4
1949-01-22	0	NULO	22	1
1949-01-23	0	NULO	22	6
1949-01-24	24	NULO	14	6
1949-01-25	0	NULO	14	4
1949-01-26	0	NULO	17	0
1949-01-27	0	NULO	20	0
1949-01-28	0	NULO	20	0
1949-01-29	0	NULO	18	4
1949-01-30	0	NULO	19	0.1
1949-01-31	0	NULO	18	0.2
1949-02-01	0	NULO	10	2
1949-02-02	0	NULO	11	1
1949-02-03	0	NULO	12	0.1
1949-02-04	0	NULO	12	1
1949-02-05	0	NULO	14	0
1949-02-06	0	NULO	15.5	2
1949-02-07	0	NULO	15	1
1949-02-08	0	NULO	21	4
1949-02-09	0	NULO	22	0.1
1949-02-10	0	NULO	24	1
1949-02-11	0	NULO	21	0.1
1949-02-12	0	NULO	21	4.1
1949-02-13	0	NULO	20	0.1
1949-02-14	0	NULO	20	3
1949-02-15	0	NULO	23	0.4
1949-02-16	0	NULO	25	9
1949-02-17	0	NULO	21	3
1949-02-18	0	NULO	21	4
1949-02-19	0	NULO	23	3
1949-02-20	0	NULO	20.5	3
1949-02-21	0	NULO	21	3
1949-02-22	0	NULO	21.5	9
1949-02-23	0	NULO	28	9
1949-02-24	0	NULO	25	6
1949-02-25	0	NULO	29	10
1949-02-26	0	NULO	21	5
1949-02-27	0	NULO	28	6
1949-02-28	0	NULO	27	2
1949-03-01	0	NULO	21	6
1949-03-02	0	NULO	24	7
1949-03-03	0	NULO	24	5
1949-03-04	0	NULO	24	10
1949-03-05	0	NULO	21	12
1949-03-06	0	NULO	24	7
1949-03-07	0	NULO	20	7
1949-03-08	0	NULO	20	9
1949-03-09	0	NULO	24	4
1949-03-10	0	NULO	27	6
1949-03-11	0	NULO	24	6
1949-03-12	0	NULO	22	5
1949-03-13	0	NULO	25	5
1949-03-14	0	NULO	28	8
1949-03-15	0	NULO	28	11
1949-03-16	0	NULO	29	8
1949-03-17	0	NULO	27	7
1949-03-18	0	NULO	29	6
1949-03-19	0	NULO	30	6
1949-03-20	0	NULO	24	11
1949-03-21	0	NULO	27	6
1949-03-22	0	NULO	28	9
1949-03-23	0	NULO	19	7
1949-03-24	1	NULO	22	3
1949-03-25	0	NULO	22	7
1949-03-26	0	NULO	27	4
1949-03-27	0	NULO	24	7
1949-03-28	0	NULO	29	6
1949-03-29	0	NULO	20	7
1949-03-30	0	NULO	23	4
1949-03-31	0	NULO	17	7
1949-04-01	0	NULO	22	4
1949-04-02	0	NULO	20	7
1949-04-03	0	NULO	24	10
1949-04-04	0	NULO	27	9
1949-04-05	0	NULO	29	11
1949-04-06	0	NULO	29.5	13.5
1949-04-07	0	NULO	29	13
1949-04-08	0	NULO	25.5	10
1949-04-09	0	NULO	27.5	8
1949-04-10	0	NULO	31	8.5
1949-04-11	0	NULO	30	15
1949-04-12	0	NULO	33.5	7.5
1949-04-13	0	NULO	33	7
1949-04-14	0	NULO	32	10
1949-04-15	0	NULO	30.5	8
1949-04-16	0	NULO	32	6.5
1949-04-17	0	NULO	36.5	7
1949-04-18	0	NULO	30	7.5
1949-04-19	0	NULO	30	7
1949-04-20	0	NULO	31	6.5
1949-04-21	0	NULO	33.5	8
1949-04-22	0	NULO	37	7
1949-04-23	0	NULO	36.5	8
1949-04-24	0	NULO	35	15
1949-04-25	0	NULO	35	7.5
1949-04-26	0	NULO	31.5	7
1949-04-27	0	NULO	34.5	6.5
1949-04-28	0	NULO	30.5	7
1949-04-29	0	NULO	36	7.5
1949-04-30	0	NULO	30.8	7
1949-05-01	0	NULO	38	18
1949-05-02	0	NULO	38	11
1949-05-03	0	NULO	40	13
1949-05-04	0	NULO	38	10
1949-05-05	0	NULO	39	13
1949-05-06	0	NULO	38	17
1949-05-07	0	NULO	41	12
1949-05-08	0	NULO	41	13
1949-05-09	0	NULO	40	11
1949-05-10	0	NULO	41	11
1949-05-11	0	NULO	40	13
1949-05-12	0	NULO	42	15
1949-05-13	0	NULO	41	14
1949-05-14	0	NULO	34	13
1949-05-15	0	NULO	35	12
1949-05-16	0	NULO	35	11
1949-05-17	0	NULO	34	14
1949-05-18	0	NULO	34	15
1949-05-19	0	NULO	34	11
1949-05-20	0	NULO	33	10
1949-05-21	0	NULO	40	12
1949-05-22	0	NULO	43	15
1949-05-23	0	NULO	46	16
1949-05-24	0	NULO	47	16
1949-05-25	0	NULO	47	18
1949-05-26	0	NULO	46	16
1949-05-27	0	NULO	46	16
1949-05-28	0	NULO	44	16
1949-05-29	0	NULO	38	18
1949-05-30	0	NULO	38	15
1949-05-31	0	NULO	40	11
1949-06-01	0	NULO	39	13
1949-06-02	0	NULO	40	15
1949-06-03	0	NULO	37	16
1949-06-04	0	NULO	40	14
1949-06-05	0	NULO	40	16
1949-06-06	0	NULO	42	16.5
1949-06-07	0	NULO	43.5	19
1949-06-08	0	NULO	42	18
1949-06-09	0	NULO	43	19
1949-06-10	0	NULO	43.5	21
1949-06-11	0	NULO	44	21.5
1949-06-12	0	NULO	42	20
1949-06-13	0	NULO	41	20.5
1949-06-14	0	NULO	42	18
1949-06-15	0	NULO	44.5	18.5
1949-06-16	0	NULO	49	23
1949-06-17	0	NULO	40	21
1949-06-18	0	NULO	43.5	21.5
1949-06-19	0	NULO	40	16
1949-06-20	0	NULO	42	20
1949-06-21	0	NULO	45	22
1949-06-22	0	NULO	40	23
1949-06-23	0	NULO	46	23.5
1949-06-24	0	NULO	44	22
1949-06-25	0	NULO	42	20
1949-06-26	0	NULO	41	17
1949-06-27	0	NULO	40.5	19
1949-06-28	0	NULO	40	18
1949-06-29	0	NULO	40.5	17
1949-06-30	0	NULO	43	18
1949-07-01	0	NULO	40	23
1949-07-02	0	NULO	43	24
1949-07-03	0	NULO	42	24.5
1949-07-04	0	NULO	43	21
1949-07-05	0	NULO	42.5	22
1949-07-06	0	NULO	40	21
1949-07-07	0	NULO	41	18
1949-07-08	0	NULO	41	17
1949-07-09	0	NULO	44	27
1949-07-10	0	NULO	43	21
1949-07-11	0	NULO	39	23
1949-07-12	0	NULO	43.5	21
1949-07-13	0	NULO	46	21
1949-07-14	0	NULO	48	23.5
1949-07-15	0	NULO	41	26
1949-07-16	0	NULO	42	27
1949-07-17	0	NULO	41.5	28
1949-07-18	0	NULO	41	29.5
1949-07-19	0	NULO	42	27.5
1949-07-20	0	NULO	41.5	26.5
1949-07-21	0	NULO	41.5	27
1949-07-22	0	NULO	38.5	24.5
1949-07-23	0	NULO	43	25
1949-07-24	0	NULO	43	24
1949-07-25	0	NULO	40	24.5
1949-07-26	0	NULO	41	20
1949-07-27	0	NULO	38.5	19
1949-07-28	0	NULO	39	21
1949-07-29	0	NULO	40	24.5
1949-07-30	0	NULO	39.5	26.5
1949-07-31	0	NULO	42.5	22.5
1949-08-01	0	NULO	48	27
1949-08-02	0	NULO	52	25
1949-08-03	0	NULO	50	27
1949-08-04	0	NULO	49	26
1949-08-05	0	NULO	43	27
1949-08-06	0	NULO	44	25
1949-08-07	0	NULO	40	27
1949-08-08	0	NULO	45	27
1949-08-09	0	NULO	42	17
1949-08-10	0	NULO	43	15
1949-08-11	0	NULO	42	19
1949-08-12	0	NULO	43	16
1949-08-13	0	NULO	45	19
1949-08-14	0	NULO	43	19
1949-08-15	0	NULO	44	20
1949-08-16	0	NULO	45	17
1949-08-17	0	NULO	45	17
1949-08-18	0	NULO	42	15
1949-08-19	0	NULO	42	19
1949-08-20	0	NULO	49	21
1949-08-21	0	NULO	45	26
1949-08-22	0	NULO	44	27
1949-08-23	0	NULO	46	24
1949-08-24	0	NULO	46	23
1949-08-25	0	NULO	46	23
1949-08-26	0	NULO	47	24
1949-08-27	0	NULO	47	23
1949-08-28	0	NULO	42	23.5
1949-08-29	0	NULO	48	23
1949-08-30	0	NULO	43	22.5
1949-08-31	0	NULO	49	23
1949-09-01	0	NULO	44	24
1949-09-02	0	NULO	46	31
1949-09-03	0	NULO	44	24
1949-09-04	0	NULO	44	22
1949-09-05	0	NULO	46	21
1949-09-06	0	NULO	46	26
1949-09-07	0.8	NULO	47	27
1949-09-08	0	NULO	45	25
1949-09-09	0	NULO	45	24
1949-09-10	0	NULO	44	29
1949-09-11	0	NULO	43	21
1949-09-12	0	NULO	44	24
1949-09-13	0	NULO	44	25
1949-09-14	0	NULO	43	25
1949-09-15	0	NULO	43	23
1949-09-16	0	NULO	45	22
1949-09-17	0	NULO	45	26
1949-09-18	0	NULO	46	22
1949-09-19	0	NULO	48	24
1949-09-20	0	NULO	46	22
1949-09-21	0	NULO	49	25
1949-09-22	0	NULO	47	24
1949-09-23	0	NULO	45	22
1949-09-24	0	NULO	46	23
1949-09-25	0	NULO	42	22
1949-09-26	0	NULO	43	21
1949-09-27	0	NULO	43	20
1949-09-28	0	NULO	43	20
1949-09-29	0	NULO	46	19
1949-09-30	0	NULO	45	17
1949-10-01	0	NULO	43.8	19
1949-10-02	0	NULO	43	20
1949-10-03	0	NULO	43.5	9
1949-10-04	0	NULO	43	16
1949-10-05	0	NULO	43.6	15
1949-10-06	0	NULO	41	14
1949-10-07	0	NULO	37	12
1949-10-08	0	NULO	30	12
1949-10-09	0	NULO	29	7
1949-10-10	0	NULO	34	8
1949-10-11	0	NULO	36	11
1949-10-12	0	NULO	42	13
1949-10-13	0	NULO	42	11
1949-10-14	0	NULO	39	13
1949-10-15	0	NULO	39	17
1949-10-16	0	NULO	38	17
1949-10-17	0	NULO	34	16
1949-10-18	0	NULO	32	12
1949-10-19	0	NULO	25	7
1949-10-20	0	NULO	26	2
1949-10-21	0	NULO	27	6
1949-10-22	0	NULO	31	10
1949-10-23	0	NULO	33	6
1949-10-24	0	NULO	35	10
1949-10-25	0	NULO	36	11
1949-10-26	0	NULO	37	10
1949-10-27	0	NULO	38	8
1949-10-28	0	NULO	37	10
1949-10-29	0	NULO	39	10
1949-10-30	0	NULO	39	11
1949-10-31	0	NULO	35	11
1949-11-01	0	NULO	36	10
1949-11-02	0	NULO	38	15
1949-11-03	0	NULO	38	15
1949-11-04	0	NULO	38	12
1949-11-05	0	NULO	37	11
1949-11-06	0	NULO	38	9
1949-11-07	0	NULO	38	10
1949-11-08	0	NULO	32	12
1949-11-09	0	NULO	31	8
1949-11-10	0	NULO	31	11
1949-11-11	0	NULO	30	6
1949-11-12	0	NULO	30	7
1949-11-13	0	NULO	33	7.5
1949-11-14	0	NULO	35	7
1949-11-15	0	NULO	36	7
1949-11-16	0	NULO	37	9
1949-11-17	0	NULO	35	12
1949-11-18	0	NULO	36	11
1949-11-19	0	NULO	35	5
1949-11-20	0	NULO	34	6
1949-11-21	0	NULO	34	11
1949-11-22	0	NULO	34	7
1949-11-23	0	NULO	35	8
1949-11-24	0	NULO	36	6
1949-11-25	0	NULO	35	6
1949-11-26	0	NULO	37	8.5
1949-11-27	0	NULO	34	11
1949-11-28	0	NULO	35	6
1949-11-29	0	NULO	34	9
1949-11-30	0	NULO	34.5	10
1949-12-01	0	NULO	34	9
1949-12-02	0	NULO	34	10
1949-12-03	0	NULO	33	8
1949-12-04	0	NULO	33	9
1949-12-05	0	NULO	34	7
1949-12-06	0	NULO	34	4
1949-12-07	0	NULO	31	7
1949-12-08	4	NULO	24	10
1949-12-09	4	NULO	21	9
1949-12-10	0	NULO	22	7
1949-12-11	0	NULO	20	4
1949-12-12	0	NULO	18	0.2
1949-12-13	0	NULO	20	0.3
1949-12-14	0	NULO	22	0.1
1949-12-15	0	NULO	23	0
1949-12-16	0	NULO	24	1
1949-12-17	0	NULO	21	1
1949-12-18	0	NULO	22	1
1949-12-19	0	NULO	28	2
1949-12-20	0	NULO	17	6
1949-12-21	0	NULO	21	0.4
1949-12-22	0	NULO	22	0.4
1949-12-23	0	NULO	24	0
1949-12-24	0	NULO	22	0.2
1949-12-25	0	NULO	24	1
1949-12-26	0	NULO	23	0.4
1949-12-27	0	NULO	16	0
1949-12-28	0	NULO	28	3
1949-12-29	0	NULO	29	3
1949-12-30	0	NULO	27	3
1949-12-31	0	NULO	29	0.3
1950-01-01	0	NULO	29	5
1950-01-02	0	NULO	26	7
1950-01-03	0	NULO	18	-0.2
1950-01-04	0	NULO	19	-0.2
1950-01-05	0	NULO	19.2	-0.3
1950-01-06	0	NULO	19	-0.4
1950-01-07	0	NULO	21	-0.2
1950-01-08	0	NULO	23	-0.2
1950-01-09	0	NULO	22	-0.2
1950-01-10	0	NULO	20	2
1950-01-11	0	NULO	25	-0.4
1950-01-12	0	NULO	24	0
1950-01-13	0	NULO	22	-0.4
1950-01-14	0	NULO	22	-0.4
1950-01-15	0	NULO	24	1
1950-01-16	0	NULO	26	-0.1
1950-01-17	0	NULO	28	-0.2
1950-01-18	0	NULO	30	-0.4
1950-01-19	0	NULO	31	7
1950-01-20	0	NULO	35	9
1950-01-21	0	NULO	35	6
1950-01-22	0	NULO	36	7
1950-01-23	0	NULO	35	6
1950-01-24	0	NULO	29	10
1950-01-25	0	NULO	23	-0.4
1950-01-26	0	NULO	21	-0.4
1950-01-27	0	NULO	24	-0.7
1950-01-28	0	NULO	27	0
1950-01-29	0	NULO	22	-0.1
1950-01-30	0	NULO	26	1
1950-01-31	0	NULO	25	-0.4
1950-02-01	0	NULO	25	0
1950-02-02	0	NULO	26	5
1950-02-03	0	NULO	29	6
1950-02-04	0	NULO	30	2
1950-02-05	0	NULO	34	5
1950-02-06	0	NULO	35	6
1950-02-07	0	NULO	34	12
1950-02-08	0	NULO	29	8
1950-02-09	0	NULO	29	6
1950-02-10	0	NULO	32	8
1950-02-11	0	NULO	29	6
1950-02-12	0	NULO	26	9
1950-02-13	0	NULO	27	4
1950-02-14	0	NULO	32	1
1950-02-15	0	NULO	32	7
1950-02-16	0	NULO	35	7
1950-02-17	0	NULO	31	5
1950-02-18	0	NULO	37	8
1950-02-19	0	NULO	36	11
1950-02-20	0	NULO	36	5
1950-02-21	0	NULO	32	4
1950-02-22	0	NULO	31	9
1950-02-23	0	NULO	35	4
1950-02-24	0	NULO	36	4
1950-02-25	0	NULO	37	7
1950-02-26	0	NULO	30	11
1950-02-27	0	NULO	29	10
1950-02-28	0	NULO	31	6
1950-03-01	0	NULO	31	12
1950-03-02	0	NULO	31	10
1950-03-03	0	NULO	32	11
1950-03-04	0	NULO	36	11
1950-03-05	0	NULO	39	8
1950-03-06	0	NULO	34	8
1950-03-07	0	NULO	31	12
1950-03-08	0	NULO	35	6
1950-03-09	0	NULO	36	6
1950-03-10	0	NULO	34	9
1950-03-11	0	NULO	34	3
1950-03-12	0	NULO	25	8
1950-03-13	0	NULO	27	5
1950-03-14	0	NULO	24	4
1950-03-15	0	NULO	31	5
1950-03-16	0	NULO	34	10
1950-03-17	0	NULO	38	6
1950-03-18	0	NULO	35	10
1950-03-19	0	NULO	39	9
1950-03-20	0	NULO	37	11
1950-03-21	0	NULO	40	10
1950-03-22	0	NULO	40	10
1950-03-23	0	NULO	38	10
1950-03-24	0	NULO	37	8
1950-03-25	0	NULO	26	12
1950-03-26	0	NULO	28	4
1950-03-27	0	NULO	32	7
1950-03-28	0	NULO	35	9
1950-03-29	0	NULO	37	13
1950-03-30	0	NULO	42	12
1950-03-31	0	NULO	41	12
1950-04-01	0	NULO	41	19
1950-04-02	0	NULO	43	13
1950-04-03	0	NULO	42	13
1950-04-04	0	NULO	37	13
1950-04-05	0	NULO	40	15
1950-04-06	0	NULO	41	13
1950-04-07	0	NULO	38	15
1950-04-08	0	NULO	35	15
1950-04-09	0	NULO	29	11
1950-04-10	0	NULO	33	8
1950-04-11	0	NULO	36	9
1950-04-12	0	NULO	38	10
1950-04-13	0	NULO	39	10
1950-04-14	0	NULO	33	11
1950-04-15	0	NULO	34	11
1950-04-16	0	NULO	39	7
1950-04-17	0	NULO	44	12
1950-04-18	0	NULO	45	13
1950-04-19	0	NULO	44	14
1950-04-20	0	NULO	46	16
1950-04-21	0	NULO	44	14
1950-04-22	0	NULO	39	15
1950-04-23	0	NULO	39	11
1950-04-24	0	NULO	38	12
1950-04-25	0	NULO	40	13
1950-04-26	0	NULO	38	12
1950-04-27	0	NULO	39	12
1950-04-28	0	NULO	30	12
1950-04-29	0	NULO	38	11
1950-04-30	0	NULO	36	12
1950-05-01	0	NULO	36	10
1950-05-02	0	NULO	36.5	10
1950-05-03	0	NULO	36	13
1950-05-04	0	NULO	30	12
1950-05-05	0	NULO	35	6
1950-05-06	0	NULO	40	10
1950-05-07	0	NULO	37	6
1950-05-08	0	NULO	34	12
1950-05-09	0	NULO	38	10
1950-05-10	0	NULO	39	14
1950-05-11	0	NULO	41	11
1950-05-12	0	NULO	41.5	13
1950-05-13	0	NULO	41	12
1950-05-14	0	NULO	41.5	12.5
1950-05-15	0	NULO	42	12
1950-05-16	0	NULO	41	13
1950-05-17	0	NULO	41	13
1950-05-18	0	NULO	40	14
1950-05-19	0	NULO	41	13
1950-05-20	0	NULO	43	13
1950-05-21	0	NULO	43	10
1950-05-22	0	NULO	42	13
1950-05-23	0	NULO	42	14
1950-05-24	0	NULO	38	14
1950-05-25	0	NULO	42	13
1950-05-26	0	NULO	40	16
1950-05-27	0	NULO	39	16
1950-05-28	0	NULO	42	15
1950-05-29	0	NULO	43	14
1950-05-30	0	NULO	43	16
1950-05-31	0	NULO	40	16
1950-06-01	0	NULO	45	20
1950-06-02	0	NULO	42	18
1950-06-03	0	NULO	41	19
1950-06-04	0	NULO	45	15
1950-06-05	0	NULO	45	17
1950-06-06	0	NULO	43	17
1950-06-07	0	NULO	43	15
1950-06-08	0	NULO	41	13
1950-06-09	0	NULO	45	16
1950-06-10	0	NULO	46	15
1950-06-11	0	NULO	45	15.5
1950-06-12	0	NULO	43	15
1950-06-13	0	NULO	43.5	12
1950-06-14	0	NULO	43	15
1950-06-15	0	NULO	43.5	15
1950-06-16	0	NULO	43	14
1950-06-17	0	NULO	43.5	12
1950-06-18	0	NULO	47	15
1950-06-19	0	NULO	47	17
1950-06-20	0	NULO	44	17.5
1950-06-21	0	NULO	43	17
1950-06-22	0	NULO	44	12
1950-06-23	0	NULO	41	17
1950-06-24	0	NULO	42	19
1950-06-25	0	NULO	46	18
1950-06-26	0	NULO	46	20
1950-06-27	0	NULO	48	19
1950-06-28	0	NULO	51	20
1950-06-29	0	NULO	52	22
1950-06-30	0	NULO	42	23
1950-07-01	0	NULO	47	25.6
1950-07-02	0	NULO	48	24
1950-07-03	0.4	NULO	43	25
1950-07-04	0	NULO	45	24
1950-07-05	0.7	NULO	38	27
1950-07-06	0	NULO	37	23
1950-07-07	0	NULO	34	23
1950-07-08	0	NULO	38	22
1950-07-09	0	NULO	42	23
1950-07-10	0	NULO	44	23
1950-07-11	0	NULO	47	20
1950-07-12	0	NULO	49	21
1950-07-13	0	NULO	48	22
1950-07-14	0	NULO	46	22
1950-07-15	0	NULO	46	21
1950-07-16	0	NULO	45	25
1950-07-17	0	NULO	42	24
1950-07-18	0	NULO	44	23
1950-07-19	0	NULO	44	24
1950-07-20	0	NULO	47	24
1950-07-21	0	NULO	44	26
1950-07-22	0	NULO	45	26.5
1950-07-23	0	NULO	44	26
1950-07-24	0	NULO	45	27
1950-07-25	0	NULO	46	25
1950-07-26	0	NULO	48	23
1950-07-27	0	NULO	47	23
1950-07-28	0	NULO	46	24
1950-07-29	0	NULO	45	25
1950-07-30	0	NULO	43	23
1950-07-31	0	NULO	42	22
1950-08-01	0	NULO	44	17
1950-08-02	0	NULO	47	20
1950-08-03	0	NULO	47	21
1950-08-04	0	NULO	46	24
1950-08-05	0	NULO	44	20
1950-08-06	0	NULO	45	18
1950-08-07	0	NULO	47	18
1950-08-08	0	NULO	46	25
1950-08-09	0	NULO	50	23
1950-08-10	0	NULO	48	24
1950-08-11	0	NULO	47	22
1950-08-12	0	NULO	45	16
1950-08-13	0	NULO	44	19
1950-08-14	0	NULO	44	19.5
1950-08-15	0	NULO	48	19
1950-08-16	0	NULO	50	18
1950-08-17	0	NULO	49	20
1950-08-18	0	NULO	48	18
1950-08-19	0	NULO	48	22
1950-08-20	0	NULO	47	23
1950-08-21	0	NULO	47	24
1950-08-22	0	NULO	45	24.5
1950-08-23	0	NULO	45.5	24
1950-08-24	0	NULO	45	24.3
1950-08-25	0	NULO	46	23
