COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 1076 
 NOMBRE    : LOS NEGRITOS 
 ESTADO    : AGUASCALIENTES 
 MUNICIPIO : AGUASCALIENTES 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 21.87055556 ° 
 LONGITUD  : -102.3491667 ° 
 ALTITUD   : 1887.1 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1979-12-01	0	1.6	21	1
1979-12-02	34	5.4	18	1
1979-12-03	13.8	1.8	18	3
1979-12-04	1.2	2.9	15	5
1979-12-05	4.6	1	17	6
1979-12-06	0	2.8	14	2
1979-12-07	0	2.9	19	0
1979-12-08	0	3.2	21	3
1979-12-09	0	3.4	21	5
1979-12-10	0	2.9	21	4
1979-12-11	0	4.5	22	4
1979-12-12	0	1.8	22	6
1979-12-13	0	3.7	23	4
1979-12-14	0	1.7	22	6
1979-12-15	0	1.8	20	8
1979-12-16	2.7	3.6	20	8
1979-12-17	0	1.9	15	10
1979-12-18	0	1.7	18	6
1979-12-19	0	4.6	22	5
1979-12-20	0	3.1	22	6
1979-12-21	0	5.2	23	3
1979-12-22	0	2.2	26	3
1979-12-23	0	3.9	23	5
1979-12-24	0	1.9	24	2
1979-12-25	0	1.9	22	3
1979-12-26	0	5.4	23	0
1979-12-27	0	3.8	23	1
1979-12-28	0	3.1	23	1
1979-12-29	0	3.6	21	0
1979-12-30	0	3.7	24	0
1979-12-31	0	3.6	21	0
1980-01-01	0	3.79	21	0
1980-01-02	0.01	3.41	21	0
1980-01-03	0	2.63	23	1
1980-01-04	0	3.51	19	0
1980-01-05	0	2.37	20	1
1980-01-06	0	4.36	22	1
1980-01-07	0	1.93	22	0
1980-01-08	0	4.51	22	1
1980-01-09	0	4.51	24	1
1980-01-10	0	4.6	23	0
1980-01-11	0	5.11	24	2
1980-01-12	0	3.44	24	2
1980-01-13	0	2.8	24	0
1980-01-14	0	3.74	24	1
1980-01-15	0	4.2	24	0
1980-01-16	0	4.89	22	0
1980-01-17	0	4.37	23	0
1980-01-18	0	3.39	22	1
1980-01-19	0	3.54	21	1
1980-01-20	0	3.57	21	2
1980-01-21	1	1.91	19	1
1980-01-22	0.01	2.01	23	1
1980-01-23	12.6	0.85	21	5
1980-01-24	15	4.07	23	5
1980-01-25	24.8	6.51	22	5
1980-01-26	0	3.36	15	4
1980-01-27	0	2.67	16	1
1980-01-28	0	1.72	20	1
1980-01-29	0	4.73	22	0
1980-01-30	0	3.63	22	0
1980-01-31	0	4	23	0
1980-02-01	0	3.18	21	4
1980-02-02	0	3.32	21	4
1980-02-03	0	4.75	18	5
1980-02-04	0	2.7	22	2
1980-02-05	0	4.58	24	3
1980-02-06	0	3.67	23	3
1980-02-07	0	3.48	23	2
1980-02-08	0	5.05	23	2
1980-02-09	0	4.23	22	3
1980-02-10	0	6.24	23	4
1980-02-11	0	2.5	19	3
1980-02-12	13.2	2.38	17	3.5
1980-02-13	7	2.82	15	4
1980-02-14	0	4.81	22	3
1980-02-15	0	5.37	25	4
1980-02-16	0	6.64	25	4
1980-02-17	0	4.59	24	3
1980-02-18	0	4.98	23	3
1980-02-19	0	5.75	26	3
1980-02-20	0	3.56	22	3
1980-02-21	0	6.49	24	3
1980-02-22	0	6.37	25	4
1980-02-23	0	6.12	23	5
1980-02-24	0	5.16	23	4
1980-02-25	1.5	4.59	20	3
1980-02-26	0	2.79	20	5
1980-02-27	0.01	2.5	22	7
1980-02-28	0	4.31	20	4
1980-02-29	0	5.48	21	1
1980-03-01	0	7.3	23	1
1980-03-02	0	4.8	22	1
1980-03-03	0	4.9	25	1
1980-03-04	0	7.9	25	3
1980-03-05	0	7.6	26	0
1980-03-06	0	8.1	23	0
1980-03-07	0	7.7	23	1
1980-03-08	0	7.1	26	3
1980-03-09	0	5.6	30	3
1980-03-10	0	4.2	30	3
1980-03-11	0	6.9	27.5	5
1980-03-12	0	9.2	29	6
1980-03-13	0	8.1	29	1
1980-03-14	0	9.7	27	4
1980-03-15	0	5.7	22	2
1980-03-16	0	8.9	28	6
1980-03-17	0	6.1	28	5
